gameId,day,month,year,timeKey
20000191,25,11,2000,191
20000192,25,11,2000,192
20000193,26,11,2000,193
20000194,26,11,2000,194
20000195,26,11,2000,195
20000196,27,11,2000,196
20000197,27,11,2000,197
20000198,27,11,2000,198
20000199,28,11,2000,199
20000200,28,11,2000,200
20000201,28,11,2000,201
20000202,28,11,2000,202
20000203,28,11,2000,203
20000204,28,11,2000,204
20000205,28,11,2000,205
20000206,28,11,2000,206
20000207,28,11,2000,207
20000208,29,11,2000,208
20000209,29,11,2000,209
20000210,29,11,2000,210
20000211,29,11,2000,211
20000212,29,11,2000,212
20000213,29,11,2000,213
20000214,29,11,2000,214
20000215,29,11,2000,215
20000216,29,11,2000,216
20000217,30,11,2000,217
20000218,30,11,2000,218
20000219,30,11,2000,219
20000220,30,11,2000,220
20000221,30,11,2000,221
20000222,30,11,2000,222
20000223,1,12,2000,223
20000224,1,12,2000,224
20000225,1,12,2000,225
20000226,1,12,2000,226
20000227,1,12,2000,227
20000228,1,12,2000,228
20000229,1,12,2000,229
20000230,1,12,2000,230
20000231,1,12,2000,231
20000232,1,12,2000,232
20000233,2,12,2000,233
20000234,2,12,2000,234
20000235,2,12,2000,235
20000236,2,12,2000,236
20000237,2,12,2000,237
20000238,2,12,2000,238
20000239,2,12,2000,239
20000240,2,12,2000,240
20000241,2,12,2000,241
20000242,3,12,2000,242
20000243,3,12,2000,243
20000244,3,12,2000,244
20000245,3,12,2000,245
20000246,3,12,2000,246
20000247,3,12,2000,247
20000248,3,12,2000,248
20000249,4,12,2000,249
20000250,4,12,2000,250
20000251,5,12,2000,251
20000252,5,12,2000,252
20000253,5,12,2000,253
20000254,5,12,2000,254
20000255,5,12,2000,255
20000256,5,12,2000,256
20000257,5,12,2000,257
20000258,5,12,2000,258
20000259,5,12,2000,259
20000260,5,12,2000,260
20000261,6,12,2000,261
20000262,6,12,2000,262
20000263,6,12,2000,263
20000264,6,12,2000,264
20000265,6,12,2000,265
20000266,6,12,2000,266
20000267,6,12,2000,267
20000268,6,12,2000,268
20000269,6,12,2000,269
20000270,7,12,2000,270
20000271,7,12,2000,271
20000272,7,12,2000,272
20000273,7,12,2000,273
20000274,7,12,2000,274
20000275,8,12,2000,275
20000276,8,12,2000,276
20000277,8,12,2000,277
20000278,8,12,2000,278
20000279,8,12,2000,279
20000280,8,12,2000,280
20000281,8,12,2000,281
20000282,8,12,2000,282
20000283,8,12,2000,283
20000284,9,12,2000,284
20000285,9,12,2000,285
20000286,9,12,2000,286
20000287,9,12,2000,287
20000288,9,12,2000,288
20000289,9,12,2000,289
20000290,9,12,2000,290
20000291,9,12,2000,291
20000292,9,12,2000,292
20000293,9,12,2000,293
20000294,10,12,2000,294
20000295,10,12,2000,295
20000296,10,12,2000,296
20000297,10,12,2000,297
20000298,10,12,2000,298
20000299,11,12,2000,299
20000300,11,12,2000,300
20000301,11,12,2000,301
20000302,11,12,2000,302
20000303,11,12,2000,303
20000304,12,12,2000,304
20000305,12,12,2000,305
20000306,12,12,2000,306
20000307,12,12,2000,307
20000308,12,12,2000,308
20000309,12,12,2000,309
20000310,12,12,2000,310
20000311,12,12,2000,311
20000312,13,12,2000,312
20000313,13,12,2000,313
20000314,13,12,2000,314
20000315,13,12,2000,315
20000316,13,12,2000,316
20000317,13,12,2000,317
20000318,13,12,2000,318
20000319,13,12,2000,319
20000320,13,12,2000,320
20000321,13,12,2000,321
20000322,14,12,2000,322
20000323,14,12,2000,323
20000324,14,12,2000,324
20000325,15,12,2000,325
20000326,15,12,2000,326
20000327,15,12,2000,327
20000328,15,12,2000,328
20000329,15,12,2000,329
20000330,15,12,2000,330
20000331,15,12,2000,331
20000332,15,12,2000,332
20000333,15,12,2000,333
20000334,15,12,2000,334
20000335,15,12,2000,335
20000336,15,12,2000,336
20000337,16,12,2000,337
20000338,16,12,2000,338
20000339,16,12,2000,339
20000340,16,12,2000,340
20000341,16,12,2000,341
20000342,16,12,2000,342
20000343,16,12,2000,343
20000344,16,12,2000,344
20000345,17,12,2000,345
20000346,17,12,2000,346
20000347,17,12,2000,347
20000348,17,12,2000,348
20000349,17,12,2000,349
20000350,17,12,2000,350
20000351,18,12,2000,351
20000352,19,12,2000,352
20000353,19,12,2000,353
20000354,19,12,2000,354
20000355,19,12,2000,355
20000356,19,12,2000,356
20000357,19,12,2000,357
20000358,19,12,2000,358
20000359,19,12,2000,359
20000360,20,12,2000,360
20000361,20,12,2000,361
20000362,20,12,2000,362
20000363,20,12,2000,363
20000364,20,12,2000,364
20000365,20,12,2000,365
20000366,20,12,2000,366
20000367,20,12,2000,367
20000368,20,12,2000,368
20000369,20,12,2000,369
20000370,21,12,2000,370
20000371,21,12,2000,371
20000372,21,12,2000,372
20000373,21,12,2000,373
20000374,22,12,2000,374
20000375,22,12,2000,375
20000376,22,12,2000,376
20000377,22,12,2000,377
20000378,22,12,2000,378
20000379,22,12,2000,379
20000380,22,12,2000,380
20000381,22,12,2000,381
20000382,22,12,2000,382
20000383,22,12,2000,383
20000384,23,12,2000,384
20000385,23,12,2000,385
20000386,23,12,2000,386
20000387,23,12,2000,387
20000388,23,12,2000,388
20000389,23,12,2000,389
20000390,23,12,2000,390
20000391,23,12,2000,391
20000392,23,12,2000,392
20000393,23,12,2000,393
20000394,23,12,2000,394
20000395,23,12,2000,395
20000396,25,12,2000,396
20000397,25,12,2000,397
20000398,26,12,2000,398
20000399,26,12,2000,399
20000400,26,12,2000,400
20000401,26,12,2000,401
20000402,26,12,2000,402
20000403,26,12,2000,403
20000404,26,12,2000,404
20000405,26,12,2000,405
20000406,26,12,2000,406
20000407,26,12,2000,407
20000408,27,12,2000,408
20000409,27,12,2000,409
20000410,27,12,2000,410
20000411,27,12,2000,411
20000412,28,12,2000,412
20000413,28,12,2000,413
20000414,28,12,2000,414
20000415,28,12,2000,415
20000416,28,12,2000,416
20000417,28,12,2000,417
20000418,28,12,2000,418
20000419,28,12,2000,419
20000420,28,12,2000,420
20000421,28,12,2000,421
20000422,29,12,2000,422
20000423,29,12,2000,423
20000424,29,12,2000,424
20000425,29,12,2000,425
20000426,29,12,2000,426
20000427,30,12,2000,427
20000428,30,12,2000,428
20000429,30,12,2000,429
20000430,30,12,2000,430
20000431,30,12,2000,431
20000432,30,12,2000,432
20000433,30,12,2000,433
20000434,30,12,2000,434
20000435,30,12,2000,435
20000436,30,12,2000,436
20000437,30,12,2000,437
20000438,31,12,2000,438
20000439,31,12,2000,439
20000440,1,1,2001,440
20000441,1,1,2001,441
20000442,2,1,2001,442
20000443,2,1,2001,443
20000444,2,1,2001,444
20000445,2,1,2001,445
20000446,2,1,2001,446
20000447,2,1,2001,447
20000448,2,1,2001,448
20000449,2,1,2001,449
20000450,2,1,2001,450
20000451,3,1,2001,451
20000452,3,1,2001,452
20000453,3,1,2001,453
20000454,3,1,2001,454
20000455,3,1,2001,455
20000456,3,1,2001,456
20000457,3,1,2001,457
20000458,3,1,2001,458
20000459,3,1,2001,459
20000460,4,1,2001,460
20000461,4,1,2001,461
20000462,4,1,2001,462
20000463,4,1,2001,463
20000464,4,1,2001,464
20000465,5,1,2001,465
20000466,5,1,2001,466
20000467,5,1,2001,467
20000468,5,1,2001,468
20000469,5,1,2001,469
20000470,5,1,2001,470
20000471,5,1,2001,471
20000472,5,1,2001,472
20000473,6,1,2001,473
20000474,6,1,2001,474
20000475,6,1,2001,475
20000476,6,1,2001,476
20000477,6,1,2001,477
20000478,6,1,2001,478
20000479,6,1,2001,479
20000480,7,1,2001,480
20000481,7,1,2001,481
20000482,7,1,2001,482
20000483,7,1,2001,483
20000484,7,1,2001,484
20000485,7,1,2001,485
20000486,8,1,2001,486
20000487,8,1,2001,487
20000488,8,1,2001,488
20000489,8,1,2001,489
20000490,8,1,2001,490
20000491,8,1,2001,491
20000492,9,1,2001,492
20000493,9,1,2001,493
20000494,9,1,2001,494
20000495,9,1,2001,495
20000496,9,1,2001,496
20000497,9,1,2001,497
20000498,9,1,2001,498
20000499,9,1,2001,499
20000500,10,1,2001,500
20000501,10,1,2001,501
20000502,10,1,2001,502
20000503,10,1,2001,503
20000504,10,1,2001,504
20000505,10,1,2001,505
20000506,10,1,2001,506
20000507,11,1,2001,507
20000508,11,1,2001,508
20000509,11,1,2001,509
20000510,11,1,2001,510
20000511,11,1,2001,511
20000512,11,1,2001,512
20000513,12,1,2001,513
20000514,12,1,2001,514
20000515,12,1,2001,515
20000516,12,1,2001,516
20000517,12,1,2001,517
20000518,12,1,2001,518
20000519,12,1,2001,519
20000520,12,1,2001,520
20000521,13,1,2001,521
20000522,13,1,2001,522
20000523,13,1,2001,523
20000524,13,1,2001,524
20000525,13,1,2001,525
20000526,13,1,2001,526
20000527,13,1,2001,527
20000528,13,1,2001,528
20000529,13,1,2001,529
20000530,13,1,2001,530
20000531,14,1,2001,531
20000532,14,1,2001,532
20000533,14,1,2001,533
20000534,14,1,2001,534
20000535,15,1,2001,535
20000536,15,1,2001,536
20000537,15,1,2001,537
20000538,15,1,2001,538
20000539,15,1,2001,539
20000540,15,1,2001,540
20000541,15,1,2001,541
20000542,15,1,2001,542
20000543,15,1,2001,543
20000544,15,1,2001,544
20000545,15,1,2001,545
20000546,15,1,2001,546
20000547,16,1,2001,547
20000548,16,1,2001,548
20000549,16,1,2001,549
20000550,16,1,2001,550
20000551,17,1,2001,551
20000552,17,1,2001,552
20000553,17,1,2001,553
20000554,17,1,2001,554
20000555,17,1,2001,555
20000556,17,1,2001,556
20000557,17,1,2001,557
20000558,17,1,2001,558
20000559,18,1,2001,559
20000560,18,1,2001,560
20000561,18,1,2001,561
20000562,18,1,2001,562
20000563,18,1,2001,563
20000564,18,1,2001,564
20000565,19,1,2001,565
20000566,19,1,2001,566
20000567,19,1,2001,567
20000568,19,1,2001,568
20000569,19,1,2001,569
20000570,19,1,2001,570
20000571,19,1,2001,571
20000572,19,1,2001,572
20000573,19,1,2001,573
20000574,20,1,2001,574
20000575,20,1,2001,575
20000576,20,1,2001,576
20000577,20,1,2001,577
20000578,21,1,2001,578
20000579,21,1,2001,579
20000580,21,1,2001,580
20000581,21,1,2001,581
20000582,21,1,2001,582
20000583,21,1,2001,583
20000584,21,1,2001,584
20000585,21,1,2001,585
20000586,21,1,2001,586
20000587,22,1,2001,587
20000588,23,1,2001,588
20000589,23,1,2001,589
20000590,23,1,2001,590
20000591,23,1,2001,591
20000592,23,1,2001,592
20000593,23,1,2001,593
20000594,23,1,2001,594
20000595,23,1,2001,595
20000596,23,1,2001,596
20000597,23,1,2001,597
20000598,23,1,2001,598
20000599,23,1,2001,599
20000600,24,1,2001,600
20000601,24,1,2001,601
20000602,24,1,2001,602
20000603,24,1,2001,603
20000604,24,1,2001,604
20000605,24,1,2001,605
20000606,24,1,2001,606
20000607,25,1,2001,607
20000608,25,1,2001,608
20000609,25,1,2001,609
20000610,25,1,2001,610
20000611,25,1,2001,611
20000612,26,1,2001,612
20000613,26,1,2001,613
20000614,26,1,2001,614
20000615,26,1,2001,615
20000616,26,1,2001,616
20000617,26,1,2001,617
20000618,27,1,2001,618
20000619,27,1,2001,619
20000620,27,1,2001,620
20000621,27,1,2001,621
20000622,27,1,2001,622
20000623,27,1,2001,623
20000624,27,1,2001,624
20000625,27,1,2001,625
20000626,27,1,2001,626
20000627,27,1,2001,627
20000628,27,1,2001,628
20000629,28,1,2001,629
20000630,28,1,2001,630
20000631,29,1,2001,631
20000632,29,1,2001,632
20000633,29,1,2001,633
20000634,29,1,2001,634
20000635,29,1,2001,635
20000636,29,1,2001,636
20000637,29,1,2001,637
20000638,29,1,2001,638
20000639,30,1,2001,639
20000640,30,1,2001,640
20000641,30,1,2001,641
20000642,30,1,2001,642
20000643,30,1,2001,643
20000644,30,1,2001,644
20000645,30,1,2001,645
20000646,31,1,2001,646
20000647,31,1,2001,647
20000648,31,1,2001,648
20000649,31,1,2001,649
20000650,31,1,2001,650
20000651,31,1,2001,651
20000652,31,1,2001,652
20000653,31,1,2001,653
20000654,1,2,2001,654
20000655,1,2,2001,655
20000656,1,2,2001,656
20000657,1,2,2001,657
20000658,1,2,2001,658
20000659,1,2,2001,659
20000660,1,2,2001,660
20000661,2,2,2001,661
20000662,2,2,2001,662
20000663,2,2,2001,663
20000664,2,2,2001,664
20000665,2,2,2001,665
20000666,2,2,2001,666
20000667,2,2,2001,667
20000668,3,2,2001,668
20000669,3,2,2001,669
20000670,3,2,2001,670
20000671,3,2,2001,671
20000672,3,2,2001,672
20000673,3,2,2001,673
20000674,3,2,2001,674
20000675,3,2,2001,675
20000676,3,2,2001,676
20000677,3,2,2001,677
20000678,4,2,2001,678
20000679,4,2,2001,679
20000680,4,2,2001,680
20000681,4,2,2001,681
20000682,4,2,2001,682
20000683,5,2,2001,683
20000684,5,2,2001,684
20000685,5,2,2001,685
20000686,5,2,2001,686
20000687,5,2,2001,687
20000688,5,2,2001,688
20000689,5,2,2001,689
20000690,6,2,2001,690
20000691,6,2,2001,691
20000692,6,2,2001,692
20000693,6,2,2001,693
20000694,6,2,2001,694
20000695,6,2,2001,695
20000696,7,2,2001,696
20000697,7,2,2001,697
20000698,7,2,2001,698
20000699,7,2,2001,699
20000700,7,2,2001,700
20000701,7,2,2001,701
20000702,7,2,2001,702
20000703,7,2,2001,703
20000704,7,2,2001,704
20000705,7,2,2001,705
20000706,8,2,2001,706
20000707,8,2,2001,707
20000708,8,2,2001,708
20000709,8,2,2001,709
20000710,13,2,2001,710
20000711,13,2,2001,711
20000712,13,2,2001,712
20000713,13,2,2001,713
20000714,13,2,2001,714
20000715,13,2,2001,715
20000716,13,2,2001,716
20000717,13,2,2001,717
20000718,13,2,2001,718
20000719,13,2,2001,719
20000720,13,2,2001,720
20000721,13,2,2001,721
20000722,13,2,2001,722
20000723,14,2,2001,723
20000724,14,2,2001,724
20000725,14,2,2001,725
20000726,14,2,2001,726
20000727,14,2,2001,727
20000728,14,2,2001,728
20000729,15,2,2001,729
20000730,15,2,2001,730
20000731,15,2,2001,731
20000732,15,2,2001,732
20000733,15,2,2001,733
20000734,15,2,2001,734
20000735,15,2,2001,735
20000736,16,2,2001,736
20000737,16,2,2001,737
20000738,16,2,2001,738
20000739,16,2,2001,739
20000740,16,2,2001,740
20000741,16,2,2001,741
20000742,16,2,2001,742
20000743,17,2,2001,743
20000744,17,2,2001,744
20000745,17,2,2001,745
20000746,17,2,2001,746
20000747,17,2,2001,747
20000748,17,2,2001,748
20000749,18,2,2001,749
20000750,18,2,2001,750
20000751,18,2,2001,751
20000752,18,2,2001,752
20000753,18,2,2001,753
20000754,18,2,2001,754
20000755,18,2,2001,755
20000756,18,2,2001,756
20000757,18,2,2001,757
20000758,19,2,2001,758
20000759,19,2,2001,759
20000760,19,2,2001,760
20000761,19,2,2001,761
20000762,20,2,2001,762
20000763,20,2,2001,763
20000764,20,2,2001,764
20000765,20,2,2001,765
20000766,20,2,2001,766
20000767,20,2,2001,767
20000768,20,2,2001,768
20000769,20,2,2001,769
20000770,20,2,2001,770
20000771,21,2,2001,771
20000772,21,2,2001,772
20000773,21,2,2001,773
20000774,21,2,2001,774
20000775,21,2,2001,775
20000776,21,2,2001,776
20000777,21,2,2001,777
20000778,21,2,2001,778
20000779,22,2,2001,779
20000780,22,2,2001,780
20000781,22,2,2001,781
20000782,22,2,2001,782
20000783,22,2,2001,783
20000784,23,2,2001,784
20000785,23,2,2001,785
20000786,23,2,2001,786
20000787,23,2,2001,787
20000788,23,2,2001,788
20000789,23,2,2001,789
20000790,23,2,2001,790
20000791,23,2,2001,791
20000792,23,2,2001,792
20000793,23,2,2001,793
20000794,24,2,2001,794
20000795,24,2,2001,795
20000796,24,2,2001,796
20000797,24,2,2001,797
20000798,24,2,2001,798
20000799,24,2,2001,799
20000800,24,2,2001,800
20000801,25,2,2001,801
20000802,25,2,2001,802
20000803,25,2,2001,803
20000804,25,2,2001,804
20000805,25,2,2001,805
20000806,25,2,2001,806
20000807,25,2,2001,807
20000808,26,2,2001,808
20000809,26,2,2001,809
20000810,26,2,2001,810
20000811,26,2,2001,811
20000812,26,2,2001,812
20000813,26,2,2001,813
20000814,26,2,2001,814
20000815,26,2,2001,815
20000816,27,2,2001,816
20000817,27,2,2001,817
20000818,27,2,2001,818
20000819,27,2,2001,819
20000820,27,2,2001,820
20000821,27,2,2001,821
20000822,28,2,2001,822
20000823,28,2,2001,823
20000824,28,2,2001,824
20000825,28,2,2001,825
20000826,28,2,2001,826
20000827,28,2,2001,827
20000828,28,2,2001,828
20000829,28,2,2001,829
20000830,28,2,2001,830
20000831,28,2,2001,831
20000832,1,3,2001,832
20000833,1,3,2001,833
20000834,1,3,2001,834
20000835,1,3,2001,835
20000836,1,3,2001,836
20000837,2,3,2001,837
20000838,2,3,2001,838
20000839,2,3,2001,839
20000840,2,3,2001,840
20000841,2,3,2001,841
20000842,2,3,2001,842
20000843,2,3,2001,843
20000844,2,3,2001,844
20000845,2,3,2001,845
20000846,2,3,2001,846
20000847,3,3,2001,847
20000848,3,3,2001,848
20000849,3,3,2001,849
20000850,3,3,2001,850
20000851,3,3,2001,851
20000852,3,3,2001,852
20000853,4,3,2001,853
20000854,4,3,2001,854
20000855,4,3,2001,855
20000856,4,3,2001,856
20000857,4,3,2001,857
20000858,4,3,2001,858
20000859,4,3,2001,859
20000860,4,3,2001,860
20000861,5,3,2001,861
20000862,5,3,2001,862
20000863,5,3,2001,863
20000864,5,3,2001,864
20000865,5,3,2001,865
20000866,5,3,2001,866
20000867,6,3,2001,867
20000868,6,3,2001,868
20000869,6,3,2001,869
20000870,6,3,2001,870
20000871,6,3,2001,871
20000872,6,3,2001,872
20000873,6,3,2001,873
20000874,6,3,2001,874
20000875,7,3,2001,875
20000876,7,3,2001,876
20000877,7,3,2001,877
20000878,7,3,2001,878
20000879,7,3,2001,879
20000880,7,3,2001,880
20000881,7,3,2001,881
20000882,7,3,2001,882
20000883,7,3,2001,883
20000884,7,3,2001,884
20000885,8,3,2001,885
20000886,8,3,2001,886
20000887,8,3,2001,887
20000888,9,3,2001,888
20000889,9,3,2001,889
20000890,9,3,2001,890
20000891,9,3,2001,891
20000892,9,3,2001,892
20000893,9,3,2001,893
20000894,9,3,2001,894
20000895,9,3,2001,895
20000896,9,3,2001,896
20000897,9,3,2001,897
20000898,9,3,2001,898
20000899,9,3,2001,899
20000900,10,3,2001,900
20000901,10,3,2001,901
20000902,10,3,2001,902
20000903,10,3,2001,903
20000904,10,3,2001,904
20000905,11,3,2001,905
20000906,11,3,2001,906
20000907,11,3,2001,907
20000908,11,3,2001,908
20000909,11,3,2001,909
20000910,11,3,2001,910
20000911,11,3,2001,911
20000912,11,3,2001,912
20000913,11,3,2001,913
20000914,12,3,2001,914
20000915,12,3,2001,915
20000916,12,3,2001,916
20000917,12,3,2001,917
20000918,13,3,2001,918
20000919,13,3,2001,919
20000920,13,3,2001,920
20000921,13,3,2001,921
20000922,13,3,2001,922
20000923,13,3,2001,923
20000924,13,3,2001,924
20000925,13,3,2001,925
20000926,14,3,2001,926
20000927,14,3,2001,927
20000928,14,3,2001,928
20000929,14,3,2001,929
20000930,14,3,2001,930
20000931,14,3,2001,931
20000932,14,3,2001,932
20000933,14,3,2001,933
20000934,14,3,2001,934
20000935,15,3,2001,935
20000936,15,3,2001,936
20000937,15,3,2001,937
20000938,15,3,2001,938
20000939,15,3,2001,939
20000940,15,3,2001,940
20000941,16,3,2001,941
20000942,16,3,2001,942
20000943,16,3,2001,943
20000944,16,3,2001,944
20000945,16,3,2001,945
20000946,16,3,2001,946
20000947,16,3,2001,947
20000948,16,3,2001,948
20000949,16,3,2001,949
20000950,16,3,2001,950
20000951,17,3,2001,951
20000952,17,3,2001,952
20000953,17,3,2001,953
20000954,17,3,2001,954
20000955,17,3,2001,955
20000956,17,3,2001,956
20000957,17,3,2001,957
20000958,18,3,2001,958
20000959,18,3,2001,959
20000960,18,3,2001,960
20000961,18,3,2001,961
20000962,18,3,2001,962
20000963,18,3,2001,963
20000964,18,3,2001,964
20000965,19,3,2001,965
20000966,19,3,2001,966
20000967,19,3,2001,967
20000968,20,3,2001,968
20000969,20,3,2001,969
20000970,20,3,2001,970
20000971,20,3,2001,971
20000972,20,3,2001,972
20000973,20,3,2001,973
20000974,20,3,2001,974
20000975,20,3,2001,975
20000976,20,3,2001,976
20000977,21,3,2001,977
20000978,21,3,2001,978
20000979,21,3,2001,979
20000980,21,3,2001,980
20000981,21,3,2001,981
20000982,21,3,2001,982
20000983,21,3,2001,983
20000984,22,3,2001,984
20000985,22,3,2001,985
20000986,22,3,2001,986
20000987,22,3,2001,987
20000988,22,3,2001,988
20000989,22,3,2001,989
20000990,22,3,2001,990
20000991,23,3,2001,991
20000992,23,3,2001,992
20000993,23,3,2001,993
20000994,23,3,2001,994
20000995,23,3,2001,995
20000996,23,3,2001,996
20000997,23,3,2001,997
20000998,23,3,2001,998
20000999,24,3,2001,999
20001000,24,3,2001,1000
20001001,24,3,2001,1001
20001002,24,3,2001,1002
20001003,24,3,2001,1003
20001004,25,3,2001,1004
20001005,25,3,2001,1005
20001006,25,3,2001,1006
20001007,25,3,2001,1007
20001008,25,3,2001,1008
20001009,25,3,2001,1009
20001010,25,3,2001,1010
20001011,26,3,2001,1011
20001012,26,3,2001,1012
20001013,26,3,2001,1013
20001014,26,3,2001,1014
20001015,26,3,2001,1015
20001016,26,3,2001,1016
20001017,26,3,2001,1017
20001018,27,3,2001,1018
20001019,27,3,2001,1019
20001020,27,3,2001,1020
20001021,27,3,2001,1021
20001022,27,3,2001,1022
20001023,27,3,2001,1023
20001024,27,3,2001,1024
20001025,28,3,2001,1025
20001026,28,3,2001,1026
20001027,28,3,2001,1027
20001028,28,3,2001,1028
20001029,28,3,2001,1029
20001030,28,3,2001,1030
20001031,29,3,2001,1031
20001032,29,3,2001,1032
20001033,29,3,2001,1033
20001034,29,3,2001,1034
20001035,29,3,2001,1035
20001036,29,3,2001,1036
20001037,29,3,2001,1037
20001038,30,3,2001,1038
20001039,30,3,2001,1039
20001040,30,3,2001,1040
20001041,30,3,2001,1041
20001042,30,3,2001,1042
20001043,30,3,2001,1043
20001044,30,3,2001,1044
20001045,30,3,2001,1045
20001046,30,3,2001,1046
20001047,30,3,2001,1047
20001048,31,3,2001,1048
20001049,31,3,2001,1049
20001050,31,3,2001,1050
20001051,31,3,2001,1051
20001052,31,3,2001,1052
20001053,1,4,2001,1053
20001054,1,4,2001,1054
20001055,1,4,2001,1055
20001056,1,4,2001,1056
20001057,1,4,2001,1057
20001058,1,4,2001,1058
20001059,1,4,2001,1059
20001060,1,4,2001,1060
20001061,1,4,2001,1061
20001062,1,4,2001,1062
20001063,3,4,2001,1063
20001064,3,4,2001,1064
20001065,3,4,2001,1065
20001066,3,4,2001,1066
20001067,3,4,2001,1067
20001068,3,4,2001,1068
20001069,3,4,2001,1069
